,Crash_Year,Crash_Police_Region,Crash_Severity,Involving_Drink_Driving,Involving_Driver_Speed,Involving_Fatigued_Driver,Involving_Defective_Vehicle,Count_Crashes,Count_Fatality,Count_Hospitalised,Count_Medically_Treated,Count_Minor_Injury,Count_All_Casualties
363,2010,Brisbane,Fatal,1,1,0,0,1,1,1,0,0,2
364,2010,Brisbane,Hospitalisation,0,0,0,0,1417,0,1655,210,135,2000
365,2010,Brisbane,Hospitalisation,0,0,0,1,32,0,36,4,3,43
366,2010,Brisbane,Hospitalisation,0,0,1,0,23,0,29,5,5,39
367,2010,Brisbane,Hospitalisation,0,1,0,0,54,0,68,2,1,71
368,2010,Brisbane,Hospitalisation,0,1,0,1,1,0,1,0,0,1
369,2010,Brisbane,Hospitalisation,0,1,1,0,1,0,1,0,0,1
370,2010,Brisbane,Hospitalisation,1,0,0,0,99,0,113,9,3,125
371,2010,Brisbane,Hospitalisation,1,0,1,0,7,0,7,0,0,7
372,2010,Brisbane,Hospitalisation,1,1,0,0,16,0,16,7,1,24
373,2010,Brisbane,Hospitalisation,1,1,0,1,1,0,1,0,0,1
374,2010,Brisbane,Medical treatment,0,0,0,0,1866,0,0,2184,179,2363
375,2010,Brisbane,Medical treatment,0,0,0,1,28,0,0,36,4,40
376,2010,Brisbane,Medical treatment,0,0,1,0,18,0,0,20,3,23
377,2010,Brisbane,Medical treatment,0,1,0,0,25,0,0,32,5,37
378,2010,Brisbane,Medical treatment,1,0,0,0,38,0,0,40,2,42
379,2010,Brisbane,Medical treatment,1,0,1,0,1,0,0,1,0,1
380,2010,Brisbane,Medical treatment,1,1,0,0,8,0,0,8,0,8
381,2010,Brisbane,Minor injury,0,0,0,0,806,0,0,0,954,954
382,2010,Brisbane,Minor injury,0,0,0,1,11,0,0,0,13,13
383,2010,Brisbane,Minor injury,0,0,1,0,7,0,0,0,8,8
384,2010,Brisbane,Minor injury,0,1,0,0,14,0,0,0,20,20
385,2010,Brisbane,Minor injury,1,0,0,0,24,0,0,0,28,28
386,2010,Brisbane,Property damage only,0,0,0,0,1937,0,0,0,0,0
387,2010,Brisbane,Property damage only,0,0,0,1,60,0,0,0,0,0
388,2010,Brisbane,Property damage only,0,0,1,0,38,0,0,0,0,0
389,2010,Brisbane,Property damage only,0,0,1,1,1,0,0,0,0,0
390,2010,Brisbane,Property damage only,0,1,0,0,90,0,0,0,0,0
391,2010,Brisbane,Property damage only,0,1,0,1,3,0,0,0,0,0
392,2010,Brisbane,Property damage only,1,0,0,0,156,0,0,0,0,0
393,2010,Brisbane,Property damage only,1,0,1,0,8,0,0,0,0,0
394,2010,Brisbane,Property damage only,1,1,0,0,10,0,0,0,0,0
395,2011,Brisbane,Fatal,0,0,0,0,21,23,15,3,3,44
396,2011,Brisbane,Fatal,0,0,1,0,2,2,0,0,1,3
397,2011,Brisbane,Fatal,0,1,0,0,4,4,3,0,0,7
398,2011,Brisbane,Fatal,1,0,0,0,2,2,0,0,0,2
399,2011,Brisbane,Fatal,1,0,1,0,1,1,0,0,0,1
400,2011,Brisbane,Hospitalisation,0,0,0,0,1287,0,1487,163,122,1772
401,2011,Brisbane,Hospitalisation,0,0,0,1,24,0,24,6,2,32
402,2011,Brisbane,Hospitalisation,0,0,1,0,25,0,29,3,1,33
403,2011,Brisbane,Hospitalisation,0,1,0,0,37,0,45,7,6,58
404,2011,Brisbane,Hospitalisation,1,0,0,0,98,0,117,13,6,136
405,2011,Brisbane,Hospitalisation,1,0,0,1,1,0,1,0,0,1
406,2011,Brisbane,Hospitalisation,1,0,1,0,2,0,2,0,0,2
407,2011,Brisbane,Hospitalisation,1,1,0,0,11,0,13,2,0,15
408,2011,Brisbane,Medical treatment,0,0,0,0,1756,0,0,2073,181,2254
409,2011,Brisbane,Medical treatment,0,0,0,1,25,0,0,30,0,30
410,2011,Brisbane,Medical treatment,0,0,1,0,20,0,0,22,4,26
411,2011,Brisbane,Medical treatment,0,0,1,1,1,0,0,1,0,1
412,2011,Brisbane,Medical treatment,0,1,0,0,21,0,0,32,0,32
413,2011,Brisbane,Medical treatment,0,1,0,1,1,0,0,1,0,1
414,2011,Brisbane,Medical treatment,0,1,1,0,2,0,0,2,0,2
415,2011,Brisbane,Medical treatment,1,0,0,0,43,0,0,50,2,52
416,2011,Brisbane,Medical treatment,1,1,0,0,4,0,0,4,0,4
417,2011,Brisbane,Minor injury,0,0,0,0,717,0,0,0,849,849
418,2011,Brisbane,Minor injury,0,0,0,1,8,0,0,0,11,11
419,2011,Brisbane,Minor injury,0,0,1,0,4,0,0,0,4,4
420,2011,Brisbane,Minor injury,0,1,0,0,9,0,0,0,10,10
421,2011,Brisbane,Minor injury,1,0,0,0,13,0,0,0,13,13
422,2012,Brisbane,Fatal,0,0,0,0,17,17,8,8,5,38
423,2012,Brisbane,Fatal,0,1,0,0,8,8,2,4,0,14
424,2012,Brisbane,Fatal,1,0,0,0,1,1,0,0,0,1
425,2012,Brisbane,Hospitalisation,0,0,0,0,1333,0,1520,135,136,1791
426,2012,Brisbane,Hospitalisation,0,0,0,1,25,0,32,4,4,40
427,2012,Brisbane,Hospitalisation,0,0,1,0,30,0,40,2,1,43
428,2012,Brisbane,Hospitalisation,0,0,1,1,1,0,1,0,0,1
429,2012,Brisbane,Hospitalisation,0,1,0,0,39,0,52,2,3,57
430,2012,Brisbane,Hospitalisation,0,1,0,1,1,0,1,0,0,1
431,2012,Brisbane,Hospitalisation,1,0,0,0,80,0,107,12,7,126
432,2012,Brisbane,Hospitalisation,1,0,1,0,1,0,1,0,0,1
433,2012,Brisbane,Hospitalisation,1,1,0,0,10,0,12,0,1,13
434,2012,Brisbane,Medical treatment,0,0,0,0,1845,0,0,2151,167,2318
435,2012,Brisbane,Medical treatment,0,0,0,1,15,0,0,19,0,19
436,2012,Brisbane,Medical treatment,0,0,1,0,11,0,0,12,0,12
437,2012,Brisbane,Medical treatment,0,1,0,0,25,0,0,30,0,30
438,2012,Brisbane,Medical treatment,0,1,1,0,1,0,0,3,0,3
439,2012,Brisbane,Medical treatment,1,0,0,0,29,0,0,33,2,35
440,2012,Brisbane,Medical treatment,1,0,0,1,2,0,0,6,0,6
441,2012,Brisbane,Medical treatment,1,1,0,0,2,0,0,2,1,3
442,2012,Brisbane,Minor injury,0,0,0,0,622,0,0,0,744,744
443,2012,Brisbane,Minor injury,0,0,0,1,8,0,0,0,9,9
444,2012,Brisbane,Minor injury,0,0,1,0,4,0,0,0,5,5
445,2012,Brisbane,Minor injury,0,1,0,0,5,0,0,0,5,5
446,2012,Brisbane,Minor injury,1,0,0,0,13,0,0,0,13,13
447,2012,Brisbane,Minor injury,1,1,0,0,2,0,0,0,3,3
448,2013,Brisbane,Fatal,0,0,0,0,16,16,9,1,0,26
449,2013,Brisbane,Fatal,0,0,0,1,1,1,0,0,0,1
450,2013,Brisbane,Fatal,0,1,0,0,3,3,0,0,0,3
451,2013,Brisbane,Fatal,1,0,0,0,5,6,2,3,0,11
452,2013,Brisbane,Fatal,1,1,0,0,3,3,1,0,0,4
453,2013,Brisbane,Hospitalisation,0,0,0,0,1485,0,1723,186,146,2055
454,2013,Brisbane,Hospitalisation,0,0,0,1,24,0,26,3,1,30
455,2013,Brisbane,Hospitalisation,0,0,1,0,28,0,31,1,1,33
456,2013,Brisbane,Hospitalisation,0,1,0,0,32,0,40,4,2,46
457,2013,Brisbane,Hospitalisation,0,1,0,1,2,0,2,0,0,2
458,2013,Brisbane,Hospitalisation,1,0,0,0,82,0,91,6,5,102
459,2013,Brisbane,Hospitalisation,1,0,1,0,2,0,4,0,0,4
460,2013,Brisbane,Hospitalisation,1,1,0,0,7,0,7,1,0,8
461,2013,Brisbane,Medical treatment,0,0,0,0,1872,0,0,2226,162,2388
462,2013,Brisbane,Medical treatment,0,0,0,1,14,0,0,15,0,15
463,2013,Brisbane,Medical treatment,0,0,1,0,17,0,0,19,0,19
464,2013,Brisbane,Medical treatment,0,1,0,0,25,0,0,36,2,38
465,2013,Brisbane,Medical treatment,1,0,0,0,32,0,0,36,0,36
466,2013,Brisbane,Medical treatment,1,0,1,0,1,0,0,1,0,1
467,2013,Brisbane,Medical treatment,1,1,0,0,3,0,0,3,0,3
468,2013,Brisbane,Medical treatment,1,1,0,1,1,0,0,1,0,1
469,2013,Brisbane,Minor injury,0,0,0,0,468,0,0,0,541,541
470,2013,Brisbane,Minor injury,0,0,0,1,5,0,0,0,8,8
471,2013,Brisbane,Minor injury,0,0,1,0,2,0,0,0,3,3
472,2013,Brisbane,Minor injury,0,1,0,0,1,0,0,0,1,1
473,2013,Brisbane,Minor injury,1,0,0,0,14,0,0,0,15,15
474,2013,Brisbane,Minor injury,1,1,0,0,1,0,0,0,1,1
475,2014,Brisbane,Fatal,0,0,0,0,16,18,4,2,1,25
476,2014,Brisbane,Fatal,0,0,1,0,1,1,0,1,0,2
477,2014,Brisbane,Fatal,0,1,0,0,7,7,0,0,1,8
478,2014,Brisbane,Fatal,1,0,0,1,1,1,0,0,0,1
479,2014,Brisbane,Hospitalisation,0,0,0,0,1328,0,1522,122,98,1742
480,2014,Brisbane,Hospitalisation,0,0,0,1,18,0,21,4,0,25
481,2014,Brisbane,Hospitalisation,0,0,1,0,26,0,33,4,3,40
482,2014,Brisbane,Hospitalisation,0,1,0,0,37,0,44,5,5,54
483,2014,Brisbane,Hospitalisation,0,1,0,1,1,0,2,0,1,3
484,2014,Brisbane,Hospitalisation,1,0,0,0,69,0,82,1,7,90
485,2014,Brisbane,Hospitalisation,1,0,0,1,1,0,2,0,1,3
486,2014,Brisbane,Hospitalisation,1,0,1,0,1,0,1,0,0,1
487,2014,Brisbane,Hospitalisation,1,1,0,0,10,0,11,0,0,11
488,2014,Brisbane,Medical treatment,0,0,0,0,1897,0,0,2225,137,2362
489,2014,Brisbane,Medical treatment,0,0,0,1,17,0,0,21,3,24
490,2014,Brisbane,Medical treatment,0,0,1,0,20,0,0,22,1,23
491,2014,Brisbane,Medical treatment,0,1,0,0,20,0,0,24,1,25
492,2014,Brisbane,Medical treatment,0,1,0,1,1,0,0,1,0,1
493,2014,Brisbane,Medical treatment,1,0,0,0,52,0,0,65,1,66
494,2014,Brisbane,Minor injury,0,0,0,0,491,0,0,0,573,573
495,2014,Brisbane,Minor injury,0,0,0,1,4,0,0,0,4,4
496,2014,Brisbane,Minor injury,0,0,1,0,2,0,0,0,2,2
497,2014,Brisbane,Minor injury,0,1,0,0,7,0,0,0,7,7
498,2014,Brisbane,Minor injury,1,0,0,0,4,0,0,0,4,4
499,2015,Brisbane,Fatal,0,0,0,0,11,11,1,1,2,15
500,2015,Brisbane,Fatal,0,0,0,1,2,3,1,0,1,5
501,2015,Brisbane,Fatal,0,1,0,0,6,6,0,0,0,6
502,2015,Brisbane,Fatal,1,0,0,0,4,4,0,0,0,4
503,2015,Brisbane,Fatal,1,1,0,0,7,7,2,1,0,10
504,2015,Brisbane,Hospitalisation,0,0,0,0,1226,0,1418,141,85,1644
505,2015,Brisbane,Hospitalisation,0,0,0,1,18,0,27,3,0,30
506,2015,Brisbane,Hospitalisation,0,0,1,0,34,0,40,1,0,41
507,2015,Brisbane,Hospitalisation,0,1,0,0,30,0,34,8,1,43
508,2015,Brisbane,Hospitalisation,0,1,1,0,1,0,1,0,0,1
509,2015,Brisbane,Hospitalisation,1,0,0,0,75,0,83,5,5,93
510,2015,Brisbane,Hospitalisation,1,0,1,0,1,0,1,0,0,1
511,2015,Brisbane,Hospitalisation,1,1,0,0,9,0,14,0,0,14
512,2015,Brisbane,Medical treatment,0,0,0,0,2046,0,0,2411,140,2551
513,2015,Brisbane,Medical treatment,0,0,0,1,20,0,0,26,1,27
514,2015,Brisbane,Medical treatment,0,0,1,0,17,0,0,19,1,20
515,2015,Brisbane,Medical treatment,0,1,0,0,18,0,0,24,2,26
516,2015,Brisbane,Medical treatment,1,0,0,0,43,0,0,51,6,57
517,2015,Brisbane,Medical treatment,1,1,0,0,5,0,0,8,0,8
518,2015,Brisbane,Minor injury,0,0,0,0,340,0,0,0,400,400
519,2015,Brisbane,Minor injury,0,0,0,1,5,0,0,0,6,6
520,2015,Brisbane,Minor injury,0,0,1,0,3,0,0,0,4,4
521,2015,Brisbane,Minor injury,0,0,1,1,1,0,0,0,2,2
522,2015,Brisbane,Minor injury,0,1,0,0,3,0,0,0,3,3
523,2015,Brisbane,Minor injury,1,0,0,0,11,0,0,0,13,13
524,2015,Brisbane,Minor injury,1,0,1,0,1,0,0,0,1,1
525,2015,Brisbane,Minor injury,1,1,0,0,1,0,0,0,1,1
526,2016,Brisbane,Fatal,0,0,0,0,25,25,3,3,2,33
527,2016,Brisbane,Fatal,0,0,0,1,1,1,0,0,0,1
528,2016,Brisbane,Fatal,0,1,0,0,8,8,1,0,0,9
529,2016,Brisbane,Fatal,1,0,0,0,2,2,0,0,1,3
530,2016,Brisbane,Fatal,1,1,0,0,3,3,0,1,0,4
531,2016,Brisbane,Hospitalisation,0,0,0,0,1274,0,1444,160,95,1699
532,2016,Brisbane,Hospitalisation,0,0,0,1,19,0,26,5,0,31
533,2016,Brisbane,Hospitalisation,0,0,1,0,27,0,36,1,0,37
534,2016,Brisbane,Hospitalisation,0,1,0,0,30,0,34,3,1,38
535,2016,Brisbane,Hospitalisation,1,0,0,0,85,0,100,11,5,116
536,2016,Brisbane,Hospitalisation,1,0,0,1,2,0,2,0,0,2
537,2016,Brisbane,Hospitalisation,1,1,0,0,11,0,13,1,1,15
538,2016,Brisbane,Medical treatment,0,0,0,0,2054,0,0,2408,139,2547
539,2016,Brisbane,Medical treatment,0,0,0,1,17,0,0,20,5,25
540,2016,Brisbane,Medical treatment,0,0,1,0,24,0,0,27,0,27
541,2016,Brisbane,Medical treatment,0,1,0,0,13,0,0,18,2,20
542,2016,Brisbane,Medical treatment,1,0,0,0,38,0,0,45,3,48
543,2016,Brisbane,Medical treatment,1,1,0,0,3,0,0,3,1,4
544,2016,Brisbane,Minor injury,0,0,0,0,438,0,0,0,510,510
545,2016,Brisbane,Minor injury,0,0,0,1,5,0,0,0,5,5
546,2016,Brisbane,Minor injury,0,0,1,0,3,0,0,0,4,4
547,2016,Brisbane,Minor injury,0,1,0,0,5,0,0,0,5,5
548,2016,Brisbane,Minor injury,1,0,0,0,9,0,0,0,10,10
549,2017,Brisbane,Fatal,0,0,0,0,24,25,10,2,1,38
550,2017,Brisbane,Fatal,0,0,1,0,1,1,0,0,0,1
551,2017,Brisbane,Fatal,0,1,0,0,4,4,1,1,0,6
552,2017,Brisbane,Fatal,1,0,0,0,2,2,0,0,0,2
553,2017,Brisbane,Fatal,1,1,0,0,3,3,0,0,0,3
554,2017,Brisbane,Fatal,1,1,0,1,1,1,0,0,0,1
555,2017,Brisbane,Hospitalisation,0,0,0,0,1269,0,1444,119,108,1671
556,2017,Brisbane,Hospitalisation,0,0,0,1,12,0,15,1,0,16
557,2017,Brisbane,Hospitalisation,0,0,1,0,22,0,28,2,2,32
558,2017,Brisbane,Hospitalisation,0,1,0,0,35,0,42,9,4,55
559,2017,Brisbane,Hospitalisation,0,1,1,0,2,0,2,1,0,3
560,2017,Brisbane,Hospitalisation,1,0,0,0,75,0,90,4,9,103
561,2017,Brisbane,Hospitalisation,1,0,1,0,1,0,1,1,1,3
562,2017,Brisbane,Hospitalisation,1,1,0,0,14,0,18,0,1,19
563,2017,Brisbane,Hospitalisation,1,1,0,1,1,0,2,0,1,3
564,2017,Brisbane,Medical treatment,0,0,0,0,2068,0,0,2364,181,2545
565,2017,Brisbane,Medical treatment,0,0,0,1,16,0,0,18,1,19
566,2017,Brisbane,Medical treatment,0,0,1,0,23,0,0,25,3,28
567,2017,Brisbane,Medical treatment,0,1,0,0,14,0,0,16,2,18
568,2017,Brisbane,Medical treatment,0,1,0,1,1,0,0,1,0,1
569,2017,Brisbane,Medical treatment,1,0,0,0,38,0,0,42,1,43
570,2017,Brisbane,Medical treatment,1,1,0,1,1,0,0,1,0,1
571,2017,Brisbane,Minor injury,0,0,0,0,614,0,0,0,720,720
572,2017,Brisbane,Minor injury,0,0,0,1,3,0,0,0,3,3
573,2017,Brisbane,Minor injury,0,0,1,0,9,0,0,0,9,9
574,2017,Brisbane,Minor injury,0,1,0,0,3,0,0,0,3,3
575,2017,Brisbane,Minor injury,1,0,0,0,14,0,0,0,15,15
576,2017,Brisbane,Minor injury,1,1,0,0,2,0,0,0,2,2
577,2018,Brisbane,Fatal,0,0,0,0,13,13,11,1,0,25
578,2018,Brisbane,Fatal,0,1,0,0,9,10,3,5,0,18
579,2018,Brisbane,Fatal,1,0,0,0,4,4,6,0,0,10
580,2018,Brisbane,Fatal,1,1,0,0,2,2,0,1,0,3
581,2018,Brisbane,Fatal,1,1,0,1,1,1,0,0,0,1
582,2018,Brisbane,Hospitalisation,0,0,0,0,1245,0,1461,112,112,1685
583,2018,Brisbane,Hospitalisation,0,0,0,1,12,0,15,1,1,17
584,2018,Brisbane,Hospitalisation,0,0,1,0,30,0,32,1,2,35
585,2018,Brisbane,Hospitalisation,0,0,1,1,1,0,1,0,0,1
586,2018,Brisbane,Hospitalisation,0,1,0,0,42,0,54,4,6,64
587,2018,Brisbane,Hospitalisation,1,0,0,0,94,0,116,9,5,130
588,2018,Brisbane,Hospitalisation,1,1,0,0,9,0,9,0,0,9
589,2018,Brisbane,Medical treatment,0,0,0,0,2013,0,0,2299,198,2497
590,2018,Brisbane,Medical treatment,0,0,0,1,10,0,0,12,1,13
591,2018,Brisbane,Medical treatment,0,0,1,0,18,0,0,19,3,22
592,2018,Brisbane,Medical treatment,0,1,0,0,7,0,0,10,0,10
593,2018,Brisbane,Medical treatment,1,0,0,0,34,0,0,41,6,47
594,2018,Brisbane,Medical treatment,1,0,1,0,2,0,0,3,0,3
595,2018,Brisbane,Medical treatment,1,1,0,0,3,0,0,3,0,3
596,2018,Brisbane,Minor injury,0,0,0,0,633,0,0,0,729,729
597,2018,Brisbane,Minor injury,0,0,0,1,6,0,0,0,7,7
598,2018,Brisbane,Minor injury,0,0,1,0,5,0,0,0,5,5
599,2018,Brisbane,Minor injury,0,1,0,0,4,0,0,0,4,4
600,2018,Brisbane,Minor injury,1,0,0,0,11,0,0,0,12,12
