,Crash_Year,Crash_Police_Region,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_RoadUserType,Casualty_Count
6053,2013,Brisbane,Minor injury,17 to 24,Female,Passenger,22
6054,2013,Brisbane,Hospitalised,30 to 39,Male,Driver,102
6055,2013,Brisbane,Hospitalised,17 to 24,Female,Driver,139
6056,2013,Brisbane,Medically treated,30 to 39,Male,Driver,172
6057,2013,Brisbane,Hospitalised,25 to 29,Male,Driver,58
6062,2013,Brisbane,Hospitalised,50 to 59,Male,Motorcyclist,47
6067,2013,Brisbane,Minor injury,25 to 29,Female,Driver,44
6070,2013,Brisbane,Hospitalised,40 to 49,Male,Passenger,11
6086,2015,Brisbane,Hospitalised,17 to 24,Male,Driver,102
6093,2015,Brisbane,Hospitalised,60 to 74,Male,Pedestrian,11
6097,2015,Brisbane,Hospitalised,50 to 59,Male,Bicyclist,17
6101,2016,Brisbane,Minor injury,40 to 49,Male,Driver,53
6104,2015,Brisbane,Medically treated,17 to 24,Female,Driver,206
6106,2016,Brisbane,Hospitalised,40 to 49,Male,Driver,71
6108,2016,Brisbane,Medically treated,Unknown,Female,Passenger,2
6109,2015,Brisbane,Hospitalised,50 to 59,Female,Bicyclist,3
6110,2016,Brisbane,Minor injury,50 to 59,Male,Driver,45
6111,2016,Brisbane,Hospitalised,30 to 39,Female,Passenger,15
6116,2016,Brisbane,Minor injury,25 to 29,Male,Driver,51
6121,2016,Brisbane,Hospitalised,40 to 49,Male,Motorcyclist,58
6122,2014,Brisbane,Minor injury,40 to 49,Male,Bicyclist,9
6124,2013,Brisbane,Medically treated,17 to 24,Male,Bicyclist,14
6137,2015,Brisbane,Hospitalised,40 to 49,Male,Pedestrian,7
6140,2015,Brisbane,Hospitalised,50 to 59,Male,Other,1
6141,2015,Brisbane,Medically treated,75 and over,Female,Driver,25
6145,2015,Brisbane,Minor injury,17 to 24,Female,Passenger,15
6150,2016,Brisbane,Hospitalised,25 to 29,Male,Pedestrian,6
6157,2015,Brisbane,Minor injury,40 to 49,Male,Driver,32
6158,2013,Brisbane,Minor injury,60 to 74,Female,Driver,15
6163,2014,Brisbane,Minor injury,17 to 24,Female,Passenger,19
6167,2014,Brisbane,Medically treated,60 to 74,Female,Driver,64
6170,2014,Brisbane,Hospitalised,75 and over,Male,Driver,23
6176,2014,Brisbane,Hospitalised,60 to 74,Female,Passenger,21
6179,2013,Brisbane,Minor injury,60 to 74,Male,Driver,30
6181,2014,Brisbane,Minor injury,60 to 74,Male,Motorcyclist,2
6185,2014,Brisbane,Hospitalised,60 to 74,Female,Driver,60
6188,2014,Brisbane,Medically treated,30 to 39,Female,Other,1
6191,2014,Brisbane,Minor injury,17 to 24,Female,Driver,61
6197,2018,Brisbane,Minor injury,30 to 39,Male,Driver,113
6198,2018,Brisbane,Medically treated,30 to 39,Male,Driver,250
6202,2018,Brisbane,Medically treated,17 to 24,Female,Driver,171
6207,2018,Brisbane,Medically treated,60 to 74,Female,Driver,64
6232,2018,Brisbane,Hospitalised,60 to 74,Male,Bicyclist,14
6238,2014,Brisbane,Medically treated,17 to 24,Female,Bicyclist,5
6239,2017,Brisbane,Hospitalised,30 to 39,Female,Motorcyclist,12
6242,2017,Brisbane,Minor injury,75 and over,Female,Driver,5
6243,2018,Brisbane,Medically treated,30 to 39,Male,Bicyclist,21
6245,2017,Brisbane,Hospitalised,75 and over,Male,Driver,26
6249,2017,Brisbane,Hospitalised,0 to 16,Female,Passenger,38
6251,2017,Brisbane,Minor injury,17 to 24,Female,Driver,70
6255,2017,Brisbane,Medically treated,75 and over,Female,Driver,14
6256,2017,Brisbane,Medically treated,25 to 29,Male,Driver,130
6267,2016,Brisbane,Medically treated,40 to 49,Male,Motorcyclist,35
6271,2018,Brisbane,Hospitalised,17 to 24,Male,Motorcyclist,51
6275,2018,Brisbane,Medically treated,30 to 39,Female,Motorcyclist,9
6276,2017,Brisbane,Medically treated,30 to 39,Female,Motorcyclist,5
6281,2018,Brisbane,Medically treated,25 to 29,Male,Bicyclist,11
6288,2016,Brisbane,Hospitalised,30 to 39,Female,Motorcyclist,5
6289,2017,Brisbane,Medically treated,Unknown,Unknown,Driver,1
6519,2013,Brisbane,Hospitalised,50 to 59,Male,Driver,67
6524,2013,Brisbane,Hospitalised,60 to 74,Male,Motorcyclist,17
6538,2016,Brisbane,Medically treated,30 to 39,Female,Passenger,36
6539,2014,Brisbane,Hospitalised,50 to 59,Male,Bicyclist,17
6542,2013,Brisbane,Minor injury,30 to 39,Female,Driver,59
6545,2013,Brisbane,Medically treated,50 to 59,Female,Passenger,30
6546,2016,Brisbane,Medically treated,60 to 74,Female,Pedestrian,5
6548,2013,Brisbane,Minor injury,40 to 49,Male,Driver,82
6552,2015,Brisbane,Hospitalised,Unknown,Female,Passenger,5
6555,2016,Brisbane,Hospitalised,40 to 49,Female,Motorcyclist,14
6556,2015,Brisbane,Hospitalised,50 to 59,Male,Motorcyclist,53
6563,2014,Brisbane,Medically treated,25 to 29,Male,Motorcyclist,26
6572,2013,Brisbane,Minor injury,30 to 39,Male,Passenger,13
6578,2015,Brisbane,Hospitalised,75 and over,Male,Driver,27
6594,2017,Brisbane,Minor injury,0 to 16,Female,Passenger,26
6597,2017,Brisbane,Medically treated,40 to 49,Male,Passenger,18
6598,2017,Brisbane,Minor injury,40 to 49,Male,Motorcyclist,9
6599,2017,Brisbane,Medically treated,75 and over,Male,Driver,13
6606,2017,Brisbane,Medically treated,30 to 39,Male,Bicyclist,19
6611,2017,Brisbane,Hospitalised,40 to 49,Female,Bicyclist,5
6617,2018,Brisbane,Medically treated,50 to 59,Female,Bicyclist,3
6619,2018,Brisbane,Medically treated,17 to 24,Female,Pedestrian,3
6620,2018,Brisbane,Minor injury,25 to 29,Male,Passenger,12
6767,2013,Brisbane,Minor injury,40 to 49,Female,Passenger,11
6772,2013,Brisbane,Hospitalised,17 to 24,Male,Pedestrian,17
6776,2016,Brisbane,Minor injury,60 to 74,Female,Passenger,6
6783,2016,Brisbane,Hospitalised,60 to 74,Male,Pedestrian,11
6786,2013,Brisbane,Minor injury,30 to 39,Male,Bicyclist,11
6791,2016,Brisbane,Minor injury,30 to 39,Male,Bicyclist,4
6793,2015,Brisbane,Medically treated,75 and over,Male,Driver,19
6794,2015,Brisbane,Hospitalised,40 to 49,Female,Passenger,14
6799,2015,Brisbane,Medically treated,30 to 39,Male,Pedestrian,8
6802,2014,Brisbane,Medically treated,0 to 16,Male,Other,1
6813,2016,Brisbane,Hospitalised,50 to 59,Female,Passenger,17
6815,2017,Brisbane,Hospitalised,75 and over,Female,Bicyclist,1
6829,2017,Brisbane,Medically treated,25 to 29,Female,Motorcyclist,5
6830,2018,Brisbane,Minor injury,0 to 16,Male,Passenger,21
6831,2018,Brisbane,Minor injury,75 and over,Male,Driver,9
6947,2013,Brisbane,Hospitalised,17 to 24,Female,Bicyclist,3
6952,2015,Brisbane,Minor injury,50 to 59,Male,Passenger,3
6953,2015,Brisbane,Hospitalised,25 to 29,Male,Bicyclist,9
6958,2014,Brisbane,Minor injury,30 to 39,Female,Bicyclist,3
6960,2014,Brisbane,Medically treated,30 to 39,Female,Bicyclist,7
6964,2015,Brisbane,Minor injury,17 to 24,Female,Pedestrian,3
6965,2016,Brisbane,Medically treated,25 to 29,Female,Pedestrian,7
6966,2015,Brisbane,Hospitalised,17 to 24,Male,Passenger,21
6967,2015,Brisbane,Fatality,25 to 29,Male,Motorcyclist,2
6968,2014,Brisbane,Medically treated,75 and over,Female,Passenger,8
6974,2018,Brisbane,Minor injury,0 to 16,Female,Passenger,22
6978,2017,Brisbane,Medically treated,30 to 39,Female,Bicyclist,4
6979,2018,Brisbane,Hospitalised,50 to 59,Female,Motorcyclist,5
6981,2016,Brisbane,Medically treated,30 to 39,Male,Passenger,24
6982,2017,Brisbane,Hospitalised,60 to 74,Male,Bicyclist,8
6983,2016,Brisbane,Hospitalised,17 to 24,Female,Pedestrian,16
6984,2014,Brisbane,Minor injury,50 to 59,Male,Passenger,5
6986,2015,Brisbane,Medically treated,17 to 24,Female,Pedestrian,14
7085,2013,Brisbane,Hospitalised,0 to 16,Male,Pedestrian,18
7086,2013,Brisbane,Hospitalised,40 to 49,Female,Passenger,20
7092,2014,Brisbane,Medically treated,60 to 74,Male,Bicyclist,3
7096,2014,Brisbane,Minor injury,30 to 39,Male,Passenger,7
7107,2014,Brisbane,Medically treated,30 to 39,Female,Motorcyclist,3
7119,2017,Brisbane,Medically treated,25 to 29,Male,Passenger,21
7121,2017,Brisbane,Hospitalised,75 and over,Female,Pedestrian,6
7134,2018,Brisbane,Medically treated,Unknown,Female,Passenger,5
7206,2013,Brisbane,Hospitalised,75 and over,Female,Driver,15
7217,2015,Brisbane,Minor injury,17 to 24,Male,Motorcyclist,7
7222,2015,Brisbane,Hospitalised,75 and over,Female,Pedestrian,3
7227,2018,Brisbane,Medically treated,75 and over,Male,Passenger,3
7233,2018,Brisbane,Fatality,50 to 59,Female,Driver,2
7314,2016,Brisbane,Minor injury,40 to 49,Female,Pedestrian,4
7320,2014,Brisbane,Minor injury,40 to 49,Male,Pedestrian,2
7322,2013,Brisbane,Medically treated,0 to 16,Male,Pedestrian,6
7326,2018,Brisbane,Hospitalised,30 to 39,Female,Motorcyclist,8
7328,2017,Brisbane,Minor injury,75 and over,Male,Driver,5
7329,2017,Brisbane,Hospitalised,Unknown,Female,Passenger,4
7333,2015,Brisbane,Medically treated,50 to 59,Female,Bicyclist,4
7336,2018,Brisbane,Medically treated,0 to 16,Male,Bicyclist,10
7402,2015,Brisbane,Medically treated,60 to 74,Female,Bicyclist,2
7404,2016,Brisbane,Fatality,75 and over,Male,Driver,3
7405,2015,Brisbane,Hospitalised,17 to 24,Male,Bicyclist,7
7412,2015,Brisbane,Minor injury,75 and over,Female,Passenger,2
7414,2013,Brisbane,Minor injury,17 to 24,Female,Motorcyclist,1
7416,2018,Brisbane,Minor injury,50 to 59,Male,Motorcyclist,5
7419,2017,Brisbane,Hospitalised,25 to 29,Female,Pedestrian,10
7430,2017,Brisbane,Fatality,50 to 59,Female,Passenger,1
7431,2016,Brisbane,Medically treated,40 to 49,Male,Passenger,6
7483,2015,Brisbane,Minor injury,17 to 24,Unknown,Passenger,1
7488,2015,Brisbane,Medically treated,40 to 49,Female,Motorcyclist,6
7494,2014,Brisbane,Hospitalised,50 to 59,Female,Motorcyclist,4
7534,2013,Brisbane,Hospitalised,40 to 49,Female,Bicyclist,4
7547,2016,Brisbane,Fatality,60 to 74,Male,Driver,1
7551,2016,Brisbane,Fatality,17 to 24,Male,Driver,1
7556,2017,Brisbane,Minor injury,50 to 59,Male,Bicyclist,7
7557,2017,Brisbane,Medically treated,Unknown,Female,Passenger,1
7604,2015,Brisbane,Fatality,60 to 74,Male,Driver,1
7605,2015,Brisbane,Hospitalised,75 and over,Female,Passenger,4
7609,2015,Brisbane,Hospitalised,25 to 29,Male,Passenger,4
7610,2017,Brisbane,Medically treated,25 to 29,Unknown,Driver,1
7611,2017,Brisbane,Fatality,25 to 29,Female,Pedestrian,1
7613,2013,Brisbane,Minor injury,60 to 74,Male,Bicyclist,3
7660,2015,Brisbane,Hospitalised,30 to 39,Male,Passenger,8
7673,2018,Brisbane,Medically treated,40 to 49,Male,Passenger,9
7714,2013,Brisbane,Fatality,40 to 49,Female,Driver,1
7717,2015,Brisbane,Hospitalised,75 and over,Male,Pedestrian,6
7722,2016,Brisbane,Medically treated,0 to 16,Male,Driver,1
7772,2017,Brisbane,Fatality,40 to 49,Male,Driver,1
7773,2018,Brisbane,Hospitalised,25 to 29,Male,Pedestrian,9
7774,2014,Brisbane,Minor injury,25 to 29,Female,Bicyclist,2
7779,2018,Brisbane,Medically treated,60 to 74,Male,Bicyclist,2
7818,2014,Brisbane,Fatality,40 to 49,Male,Motorcyclist,1
7824,2013,Brisbane,Minor injury,40 to 49,Female,Motorcyclist,4
7857,2016,Brisbane,Medically treated,Unknown,Female,Pedestrian,1
7862,2018,Brisbane,Hospitalised,40 to 49,Female,Pedestrian,4
7899,2015,Brisbane,Minor injury,30 to 39,Female,Pedestrian,1
7900,2016,Brisbane,Fatality,25 to 29,Male,Motorcyclist,1
7903,2018,Brisbane,Medically treated,Unknown,Unknown,Passenger,2
7905,2017,Brisbane,Minor injury,Unknown,Female,Passenger,3
7942,2014,Brisbane,Minor injury,50 to 59,Female,Pedestrian,1
7943,2016,Brisbane,Fatality,60 to 74,Male,Pedestrian,1
7944,2013,Brisbane,Minor injury,25 to 29,Female,Pedestrian,2
7948,2017,Brisbane,Medically treated,17 to 24,Unknown,Motorcyclist,1
7949,2016,Brisbane,Medically treated,17 to 24,Unknown,Driver,2
7981,2013,Brisbane,Medically treated,60 to 74,Male,Motorcyclist,5
7984,2014,Brisbane,Minor injury,75 and over,Female,Driver,2
7987,2017,Brisbane,Medically treated,40 to 49,Unknown,Driver,1
8016,2013,Brisbane,Medically treated,Unknown,Male,Passenger,1
8020,2018,Brisbane,Fatality,30 to 39,Male,Motorcyclist,1
8039,2015,Brisbane,Minor injury,30 to 39,Female,Bicyclist,1
8046,2018,Brisbane,Fatality,30 to 39,Male,Pedestrian,1
8068,2017,Brisbane,Hospitalised,75 and over,Male,Motorcyclist,2
8070,2018,Brisbane,Fatality,30 to 39,Female,Pedestrian,1
8098,2014,Brisbane,Hospitalised,0 to 16,Male,Motorcyclist,1
8123,2013,Brisbane,Medically treated,Unknown,Female,Pedestrian,1
8127,2013,Brisbane,Medically treated,Unknown,Male,Pedestrian,1
8129,2017,Brisbane,Hospitalised,75 and over,Male,Bicyclist,1
8183,2015,Brisbane,Hospitalised,17 to 24,Female,Bicyclist,3
8184,2018,Brisbane,Fatality,17 to 24,Female,Passenger,1
8185,2017,Brisbane,Medically treated,25 to 29,Male,Pedestrian,2
8186,2016,Brisbane,Medically treated,0 to 16,Male,Motorcyclist,1
8203,2014,Brisbane,Fatality,17 to 24,Male,Pedestrian,1
8234,2013,Brisbane,Minor injury,60 to 74,Male,Pedestrian,1
8238,2017,Brisbane,Medically treated,0 to 16,Male,Other,1
8254,2016,Brisbane,Fatality,17 to 24,Female,Driver,1
8256,2014,Brisbane,Minor injury,25 to 29,Female,Pedestrian,1
8257,2013,Brisbane,Medically treated,Unknown,Male,Driver,1
8260,2016,Brisbane,Hospitalised,17 to 24,Male,Other,1
8293,2015,Brisbane,Minor injury,60 to 74,Male,Motorcyclist,1
8326,2015,Brisbane,Hospitalised,75 and over,Male,Motorcyclist,1
8343,2014,Brisbane,Hospitalised,60 to 74,Female,Bicyclist,1
8798,2014,Brisbane,Fatality,17 to 24,Male,Motorcyclist,2
8802,2013,Brisbane,Minor injury,0 to 16,Female,Passenger,13
8814,2013,Brisbane,Hospitalised,60 to 74,Female,Driver,68
8815,2013,Brisbane,Minor injury,17 to 24,Male,Motorcyclist,4
8818,2013,Brisbane,Medically treated,0 to 16,Female,Passenger,64
8825,2014,Brisbane,Medically treated,30 to 39,Male,Driver,172
8826,2016,Brisbane,Hospitalised,25 to 29,Female,Passenger,16
8829,2016,Brisbane,Hospitalised,50 to 59,Female,Driver,47
8830,2016,Brisbane,Medically treated,40 to 49,Female,Driver,182
8833,2013,Brisbane,Medically treated,25 to 29,Male,Driver,99
8835,2015,Brisbane,Minor injury,40 to 49,Female,Driver,62
8838,2016,Brisbane,Medically treated,25 to 29,Male,Driver,124
8839,2016,Brisbane,Hospitalised,17 to 24,Female,Motorcyclist,8
8840,2016,Brisbane,Hospitalised,50 to 59,Male,Driver,51
8842,2016,Brisbane,Hospitalised,30 to 39,Male,Motorcyclist,63
8844,2016,Brisbane,Medically treated,25 to 29,Male,Passenger,18
8849,2014,Brisbane,Medically treated,40 to 49,Male,Bicyclist,32
8854,2013,Brisbane,Medically treated,0 to 16,Male,Bicyclist,10
8855,2016,Brisbane,Minor injury,25 to 29,Female,Driver,32
8859,2015,Brisbane,Medically treated,30 to 39,Male,Driver,187
8863,2015,Brisbane,Medically treated,30 to 39,Male,Passenger,35
8865,2015,Brisbane,Medically treated,Unknown,Unknown,Passenger,3
8867,2015,Brisbane,Hospitalised,60 to 74,Male,Driver,50
8871,2014,Brisbane,Medically treated,60 to 74,Male,Motorcyclist,14
8874,2015,Brisbane,Minor injury,17 to 24,Male,Driver,49
8876,2014,Brisbane,Hospitalised,60 to 74,Male,Driver,63
8881,2016,Brisbane,Medically treated,50 to 59,Female,Driver,132
8894,2014,Brisbane,Medically treated,0 to 16,Female,Passenger,68
8905,2014,Brisbane,Medically treated,60 to 74,Female,Passenger,24
8907,2013,Brisbane,Medically treated,60 to 74,Female,Driver,81
8910,2013,Brisbane,Medically treated,17 to 24,Female,Driver,195
8912,2014,Brisbane,Medically treated,25 to 29,Female,Passenger,24
8917,2015,Brisbane,Hospitalised,17 to 24,Female,Driver,90
8920,2013,Brisbane,Minor injury,25 to 29,Male,Driver,47
8921,2014,Brisbane,Medically treated,30 to 39,Female,Passenger,36
8922,2013,Brisbane,Medically treated,25 to 29,Male,Pedestrian,8
8923,2013,Brisbane,Minor injury,17 to 24,Male,Driver,53
8925,2014,Brisbane,Minor injury,17 to 24,Male,Passenger,16
8934,2018,Brisbane,Medically treated,40 to 49,Female,Driver,168
8941,2017,Brisbane,Hospitalised,0 to 16,Male,Bicyclist,15
8943,2017,Brisbane,Hospitalised,30 to 39,Female,Driver,68
8944,2017,Brisbane,Hospitalised,17 to 24,Male,Passenger,33
8945,2018,Brisbane,Hospitalised,25 to 29,Female,Passenger,11
8950,2018,Brisbane,Minor injury,40 to 49,Male,Motorcyclist,12
8957,2017,Brisbane,Hospitalised,17 to 24,Male,Bicyclist,21
8959,2017,Brisbane,Medically treated,50 to 59,Male,Driver,100
8963,2017,Brisbane,Minor injury,60 to 74,Female,Driver,25
8967,2017,Brisbane,Minor injury,40 to 49,Female,Driver,71
8968,2017,Brisbane,Hospitalised,0 to 16,Male,Driver,2
8971,2017,Brisbane,Medically treated,17 to 24,Male,Bicyclist,12
8972,2016,Brisbane,Hospitalised,25 to 29,Male,Motorcyclist,34
8976,2017,Brisbane,Minor injury,17 to 24,Male,Driver,64
8977,2017,Brisbane,Medically treated,60 to 74,Male,Pedestrian,10
8981,2017,Brisbane,Hospitalised,50 to 59,Male,Driver,47
8982,2017,Brisbane,Minor injury,30 to 39,Female,Driver,77
8989,2016,Brisbane,Medically treated,50 to 59,Male,Driver,102
8990,2017,Brisbane,Medically treated,17 to 24,Male,Passenger,36
8991,2017,Brisbane,Medically treated,30 to 39,Female,Driver,214
8992,2017,Brisbane,Hospitalised,30 to 39,Female,Bicyclist,6
9002,2015,Brisbane,Medically treated,50 to 59,Male,Bicyclist,12
9003,2017,Brisbane,Medically treated,60 to 74,Female,Passenger,20
9022,2018,Brisbane,Hospitalised,40 to 49,Male,Motorcyclist,52
9028,2014,Brisbane,Minor injury,0 to 16,Male,Passenger,12
9031,2018,Brisbane,Hospitalised,25 to 29,Male,Passenger,7
9266,2013,Brisbane,Hospitalised,50 to 59,Female,Driver,74
9284,2013,Brisbane,Hospitalised,50 to 59,Male,Passenger,7
9295,2016,Brisbane,Medically treated,17 to 24,Male,Bicyclist,11
9301,2015,Brisbane,Hospitalised,0 to 16,Male,Pedestrian,14
9319,2015,Brisbane,Hospitalised,75 and over,Female,Driver,18
9323,2013,Brisbane,Medically treated,50 to 59,Female,Pedestrian,6
9324,2013,Brisbane,Medically treated,60 to 74,Female,Passenger,22
9325,2013,Brisbane,Medically treated,25 to 29,Male,Motorcyclist,24
9332,2014,Brisbane,Minor injury,40 to 49,Male,Motorcyclist,9
9337,2013,Brisbane,Minor injury,50 to 59,Male,Driver,38
9349,2016,Brisbane,Hospitalised,60 to 74,Male,Driver,48
9354,2016,Brisbane,Medically treated,0 to 16,Male,Passenger,45
9359,2016,Brisbane,Hospitalised,0 to 16,Male,Passenger,29
9362,2017,Brisbane,Hospitalised,60 to 74,Female,Driver,42
9368,2016,Brisbane,Minor injury,17 to 24,Male,Motorcyclist,7
9371,2018,Brisbane,Minor injury,Unknown,Male,Driver,1
9373,2018,Brisbane,Hospitalised,30 to 39,Male,Passenger,11
9528,2013,Brisbane,Hospitalised,25 to 29,Male,Motorcyclist,36
9543,2016,Brisbane,Minor injury,30 to 39,Female,Driver,55
9544,2016,Brisbane,Hospitalised,30 to 39,Male,Pedestrian,12
9546,2014,Brisbane,Minor injury,25 to 29,Male,Bicyclist,3
9548,2016,Brisbane,Hospitalised,40 to 49,Female,Driver,74
9553,2015,Brisbane,Hospitalised,50 to 59,Female,Motorcyclist,6
9555,2013,Brisbane,Medically treated,17 to 24,Male,Pedestrian,8
9556,2014,Brisbane,Hospitalised,75 and over,Female,Passenger,11
9560,2015,Brisbane,Medically treated,50 to 59,Male,Passenger,13
9566,2014,Brisbane,Minor injury,Unknown,Female,Passenger,2
9568,2013,Brisbane,Medically treated,0 to 16,Female,Driver,1
9569,2013,Brisbane,Medically treated,25 to 29,Female,Pedestrian,5
9589,2016,Brisbane,Minor injury,50 to 59,Male,Motorcyclist,6
9592,2018,Brisbane,Hospitalised,60 to 74,Female,Passenger,16
9594,2018,Brisbane,Hospitalised,60 to 74,Male,Motorcyclist,15
9726,2013,Brisbane,Minor injury,17 to 24,Male,Passenger,10
9733,2014,Brisbane,Minor injury,30 to 39,Male,Bicyclist,8
9744,2014,Brisbane,Medically treated,17 to 24,Male,Pedestrian,4
9753,2013,Brisbane,Minor injury,17 to 24,Male,Pedestrian,3
9755,2015,Brisbane,Hospitalised,25 to 29,Female,Pedestrian,6
9757,2013,Brisbane,Minor injury,30 to 39,Female,Pedestrian,3
9867,2016,Brisbane,Hospitalised,0 to 16,Female,Pedestrian,10
9873,2016,Brisbane,Medically treated,25 to 29,Female,Motorcyclist,6
9875,2015,Brisbane,Medically treated,30 to 39,Female,Bicyclist,10
9879,2015,Brisbane,Medically treated,75 and over,Female,Passenger,12
9883,2015,Brisbane,Medically treated,Unknown,Male,Passenger,1
9889,2014,Brisbane,Hospitalised,25 to 29,Female,Motorcyclist,3
9892,2013,Brisbane,Minor injury,60 to 74,Female,Pedestrian,3
9896,2017,Brisbane,Fatality,50 to 59,Male,Bicyclist,2
9900,2017,Brisbane,Hospitalised,50 to 59,Female,Motorcyclist,3
9905,2018,Brisbane,Minor injury,30 to 39,Female,Other,1
9908,2018,Brisbane,Medically treated,30 to 39,Male,Pedestrian,6
9910,2018,Brisbane,Medically treated,60 to 74,Male,Pedestrian,6
9911,2015,Brisbane,Hospitalised,60 to 74,Female,Pedestrian,7
9979,2013,Brisbane,Hospitalised,50 to 59,Female,Motorcyclist,3
10015,2014,Brisbane,Minor injury,75 and over,Male,Pedestrian,1
10016,2015,Brisbane,Hospitalised,25 to 29,Female,Motorcyclist,6
10017,2015,Brisbane,Fatality,25 to 29,Female,Pedestrian,1
10023,2014,Brisbane,Medically treated,50 to 59,Female,Pedestrian,2
10026,2015,Brisbane,Hospitalised,0 to 16,Female,Pedestrian,8
10036,2017,Brisbane,Medically treated,17 to 24,Male,Pedestrian,6
10038,2017,Brisbane,Fatality,17 to 24,Female,Pedestrian,2
10096,2013,Brisbane,Hospitalised,30 to 39,Female,Bicyclist,5
10115,2014,Brisbane,Minor injury,40 to 49,Male,Passenger,4
10120,2017,Brisbane,Medically treated,0 to 16,Female,Driver,1
10121,2017,Brisbane,Minor injury,25 to 29,Female,Motorcyclist,3
10122,2017,Brisbane,Medically treated,60 to 74,Male,Passenger,6
10124,2016,Brisbane,Medically treated,0 to 16,Female,Driver,1
10125,2016,Brisbane,Minor injury,60 to 74,Male,Bicyclist,1
10128,2018,Brisbane,Hospitalised,40 to 49,Female,Motorcyclist,3
10193,2013,Brisbane,Minor injury,0 to 16,Male,Pedestrian,1
10194,2014,Brisbane,Fatality,17 to 24,Male,Driver,2
10198,2014,Brisbane,Medically treated,30 to 39,Male,Pedestrian,4
10200,2016,Brisbane,Hospitalised,50 to 59,Female,Motorcyclist,2
10207,2013,Brisbane,Medically treated,Unknown,Female,Passenger,5
10214,2016,Brisbane,Hospitalised,40 to 49,Female,Bicyclist,7
10225,2016,Brisbane,Minor injury,30 to 39,Male,Motorcyclist,12
10287,2013,Brisbane,Hospitalised,30 to 39,Female,Pedestrian,7
10289,2016,Brisbane,Hospitalised,25 to 29,Female,Pedestrian,6
10296,2018,Brisbane,Minor injury,75 and over,Female,Driver,4
10304,2016,Brisbane,Minor injury,40 to 49,Female,Motorcyclist,2
10305,2014,Brisbane,Medically treated,50 to 59,Female,Motorcyclist,8
10307,2017,Brisbane,Medically treated,30 to 39,Male,Pedestrian,5
10308,2018,Brisbane,Medically treated,50 to 59,Male,Bicyclist,12
10355,2015,Brisbane,Minor injury,30 to 39,Male,Pedestrian,1
10357,2014,Brisbane,Hospitalised,25 to 29,Female,Pedestrian,8
10359,2014,Brisbane,Minor injury,50 to 59,Male,Pedestrian,1
10361,2015,Brisbane,Hospitalised,50 to 59,Female,Pedestrian,6
10363,2017,Brisbane,Minor injury,17 to 24,Male,Pedestrian,4
10423,2015,Brisbane,Minor injury,0 to 16,Female,Bicyclist,1
10431,2016,Brisbane,Minor injury,75 and over,Female,Passenger,4
10478,2014,Brisbane,Medically treated,25 to 29,Female,Pedestrian,3
10481,2014,Brisbane,Minor injury,Unknown,Male,Driver,2
10486,2016,Brisbane,Minor injury,25 to 29,Male,Bicyclist,1
10538,2016,Brisbane,Medically treated,Unknown,Female,Motorcyclist,1
10539,2016,Brisbane,Hospitalised,75 and over,Female,Passenger,7
10542,2013,Brisbane,Medically treated,50 to 59,Male,Pedestrian,4
10558,2014,Brisbane,Minor injury,Unknown,Unknown,Motorcyclist,2
10599,2015,Brisbane,Medically treated,25 to 29,Male,Pedestrian,8
10606,2018,Brisbane,Hospitalised,75 and over,Female,Pedestrian,4
10611,2016,Brisbane,Hospitalised,30 to 39,Female,Bicyclist,2
10618,2018,Brisbane,Medically treated,30 to 39,Female,Bicyclist,7
10656,2013,Brisbane,Medically treated,25 to 29,Female,Other,2
10660,2015,Brisbane,Hospitalised,0 to 16,Unknown,Bicyclist,1
10695,2014,Brisbane,Fatality,60 to 74,Female,Pedestrian,1
10705,2017,Brisbane,Fatality,75 and over,Male,Pedestrian,3
10707,2017,Brisbane,Minor injury,25 to 29,Male,Pedestrian,1
10712,2017,Brisbane,Fatality,60 to 74,Female,Driver,1
10770,2015,Brisbane,Hospitalised,0 to 16,Female,Bicyclist,2
10779,2017,Brisbane,Medically treated,Unknown,Male,Driver,1
10780,2015,Brisbane,Minor injury,60 to 74,Male,Passenger,1
10781,2018,Brisbane,Minor injury,0 to 16,Male,Bicyclist,1
10814,2017,Brisbane,Fatality,50 to 59,Male,Motorcyclist,1
10816,2016,Brisbane,Hospitalised,Unknown,Female,Passenger,1
10840,2014,Brisbane,Minor injury,40 to 49,Female,Motorcyclist,1
10871,2015,Brisbane,Fatality,17 to 24,Female,Pedestrian,1
10873,2018,Brisbane,Medically treated,40 to 49,Female,Bicyclist,2
10874,2017,Brisbane,Fatality,75 and over,Male,Driver,1
10890,2014,Brisbane,Fatality,75 and over,Female,Pedestrian,1
10900,2018,Brisbane,Fatality,17 to 24,Male,Passenger,2
10923,2018,Brisbane,Medically treated,75 and over,Male,Motorcyclist,1
10924,2015,Brisbane,Hospitalised,50 to 59,Male,Passenger,3
10968,2015,Brisbane,Hospitalised,0 to 16,Unknown,Pedestrian,1
11032,2013,Brisbane,Fatality,17 to 24,Female,Driver,1
11033,2016,Brisbane,Fatality,60 to 74,Male,Motorcyclist,1
11050,2016,Brisbane,Minor injury,50 to 59,Unknown,Pedestrian,1
11054,2013,Brisbane,Medically treated,17 to 24,Female,Bicyclist,2
11072,2013,Brisbane,Fatality,30 to 39,Female,Bicyclist,1
